	state_client_id	block_1
41633	NJ_3263	
41686	NJ_3264	
41702	NJ_3265	
41729	NJ_3266	
41734	NJ_3267	
41743	NJ_3268	
41777	NJ_3269	
41800	NJ_3270	
41872	NJ_3271	
41889	NJ_3272	
41896	NJ_3273	
41903	NJ_3274	
41950	NJ_3275	
41952	NJ_3276	
41954	NJ_3277	
41955	NJ_3278	
41965	NJ_3279	
41966	NJ_3280	
41967	NJ_3281	
41987	NJ_3282	
42001	NJ_3283	
42023	NJ_3284	
42042	NJ_3285	
42044	NJ_3286	
42050	NJ_3287	
42067	NJ_3288	
42081	NJ_3289	
42092	NJ_3290	
42101	NJ_3291	
42116	NJ_3292	
42134	NJ_3293	
42143	NJ_3294	
42156	NJ_3295	
42158	NJ_3296	
42168	NJ_3297	
42173	NJ_3298	
42203	NJ_3299	
42212	NJ_3300	
42230	NJ_3301	
42240	NJ_3302	
42242	NJ_3303	
42245	NJ_3304	
42256	NJ_3305	
42259	NJ_3306	
42260	NJ_3307	
42289	NJ_3308	
42298	NJ_3309	
42328	NJ_3310	
42355	NJ_3311	
42359	NJ_3312	
42360	NJ_3313	
42363	NJ_3314	
42374	NJ_3315	
42383	NJ_3316	
42384	NJ_3317	
42387	NJ_3318	
42393	NJ_3319	
42423	NJ_3320	
42438	NJ_3321	
42451	NJ_3322	
42452	NJ_3323	
42454	NJ_3324	
42455	NJ_3325	
42468	NJ_3326	
42469	NJ_3327	
42479	NJ_3328	
42485	NJ_3329	
42489	NJ_3330	
42499	NJ_3331	
42516	NJ_3332	
42520	NJ_3333	
42565	NJ_3334	
42569	NJ_3335	
42571	NJ_3336	
42614	NJ_3337	
42630	NJ_3338	
42643	NJ_3339	
42669	NJ_3340	
42675	NJ_3341	
42689	NJ_3342	
42698	NJ_3343	
42747	NJ_3344	
42776	NJ_3345	
42786	NJ_3346	
42809	NJ_3347	
42841	NJ_3348	
42851	NJ_3349	
42857	NJ_3350	
42858	NJ_3351	
42885	NJ_3352	
42889	NJ_3353	
42890	NJ_3354	
42899	NJ_3355	
42902	NJ_3356	
42904	NJ_3357	58
42905	NJ_3358	
42907	NJ_3359	
42934	NJ_3360	74
42937	NJ_3361	
42968	NJ_3362	
42969	NJ_3363	
43017	NJ_3364	58
43038	NJ_3365	
43040	NJ_3366	
43052	NJ_3367	45
43075	NJ_3368	
43077	NJ_3369	
43078	NJ_3370	
43082	NJ_3371	
43083	NJ_3372	
43087	NJ_3373	
43092	NJ_3374	
43108	NJ_3375	
43114	NJ_3376	58
43131	NJ_3377	
43178	NJ_3378	
43184	NJ_3379	
43194	NJ_3380	
43225	NJ_3381	
43235	NJ_3382	
43244	NJ_3383	
43255	NJ_3384	
43267	NJ_3385	
43270	NJ_3386	
43288	NJ_3387	
43290	NJ_3388	
43291	NJ_3389	
43297	NJ_3390	
43328	NJ_3391	
43348	NJ_3392	
43356	NJ_3393	
43362	NJ_3394	
43367	NJ_3395	
43399	NJ_3396	
43405	NJ_3397	
43420	NJ_3398	20
43421	NJ_3399	
43424	NJ_3400	
43427	NJ_3401	58
43435	NJ_3402	58
43437	NJ_3403	
43456	NJ_3404	
43457	NJ_3405	
43459	NJ_3406	
43460	NJ_3407	
43473	NJ_3408	
43490	NJ_3409	
43497	NJ_3410	
43508	NJ_3411	76
43510	NJ_3412	
43511	NJ_3413	
43525	NJ_3414	
43528	NJ_3415	20
43530	NJ_3416	
43538	NJ_3417	
43553	NJ_3418	
43554	NJ_3419	
43555	NJ_3420	
43557	NJ_3421	
43564	NJ_3422	
43574	NJ_3423	
43586	NJ_3424	58
43597	NJ_3425	
43603	NJ_3426	
43604	NJ_3427	
43617	NJ_3428	
43618	NJ_3429	
43619	NJ_3430	
43623	NJ_3431	
43630	NJ_3432	58
43658	NJ_3433	
43659	NJ_3434	
43673	NJ_3435	
43674	NJ_3436	
43684	NJ_3437	32
43691	NJ_3438	
43694	NJ_3439	
43700	NJ_3440	
43702	NJ_3441	
43705	NJ_3442	
43735	NJ_3443	
43744	NJ_3444	
43745	NJ_3445	58
43750	NJ_3446	
43790	NJ_3447	
43793	NJ_3448	
43802	NJ_3449	
43807	NJ_3450	
43808	NJ_3451	
43816	NJ_3452	
43821	NJ_3453	
43835	NJ_3454	2
43841	NJ_3455	
43849	NJ_3456	
43851	NJ_3457	
43854	NJ_3458	
43893	NJ_3459	
43902	NJ_3460	
43907	NJ_3461	
43919	NJ_3462	
43921	NJ_3463	
43956	NJ_3464	
43961	NJ_3465	
44010	NJ_3466	
44051	NJ_3467	
44065	NJ_3468	
44066	NJ_3469	
44068	NJ_3470	58
44075	NJ_3471	
44099	NJ_3472	
44116	NJ_3473	
44136	NJ_3474	
44158	NJ_3475	
44163	NJ_3476	87
44169	NJ_3477	
44171	NJ_3478	
44174	NJ_3479	
44185	NJ_3480	
44210	NJ_3481	
44237	NJ_3482	
44300	NJ_3483	
44314	NJ_3484	
44316	NJ_3485	
44317	NJ_3486	
44318	NJ_3487	
44326	NJ_3488	
44332	NJ_3489	
44350	NJ_3490	
44359	NJ_3491	
44416	NJ_3492	
44446	NJ_3493	
44452	NJ_3494	
44528	NJ_3495	
44540	NJ_3496	
44550	NJ_3497	14
44558	NJ_3498	
44560	NJ_3499	
44561	NJ_3500	
44567	NJ_3501	51
44580	NJ_3502	22
44599	NJ_3503	
44600	NJ_3504	
44626	NJ_3505	
44641	NJ_3506	
44642	NJ_3507	
44650	NJ_3508	
44654	NJ_3509	
44658	NJ_3510	
44662	NJ_3511	
44669	NJ_3512	
44680	NJ_3513	
44686	NJ_3514	
44690	NJ_3515	
44695	NJ_3516	
44701	NJ_3517	
44703	NJ_3518	
44713	NJ_3519	
44718	NJ_3520	
44721	NJ_3521	
44751	NJ_3522	87
44757	NJ_3523	
44758	NJ_3524	
44796	NJ_3525	
44810	NJ_3526	
44812	NJ_3527	
44819	NJ_3528	
44822	NJ_3529	
44824	NJ_3530	
44835	NJ_3531	
44836	NJ_3532	
44839	NJ_3533	
44845	NJ_3534	51
44850	NJ_3535	
44851	NJ_3536	
44859	NJ_3537	
44861	NJ_3538	
44868	NJ_3539	51
44869	NJ_3540	
44884	NJ_3541	87
44886	NJ_3542	
44943	NJ_3543	
44961	NJ_3544	
44964	NJ_3545	
44978	NJ_3546	
44993	NJ_3547	
45002	NJ_3548	
45003	NJ_3549	
45005	NJ_3550	
45009	NJ_3551	
45016	NJ_3552	
45028	NJ_3553	
45038	NJ_3554	
45049	NJ_3555	
45051	NJ_3556	
45075	NJ_3557	
45084	NJ_3558	
45101	NJ_3559	
45162	NJ_3560	
45180	NJ_3561	
45196	NJ_3562	
45212	NJ_3563	
45332	NJ_3564	
45352	NJ_3565	
45410	NJ_3566	
45413	NJ_3567	76
45414	NJ_3568	
45424	NJ_3569	58
45428	NJ_3570	
45479	NJ_3571	
45576	NJ_3572	
45578	NJ_3573	
45579	NJ_3574	
45581	NJ_3575	
45600	NJ_3576	
45717	NJ_3577	
45723	NJ_3578	
45738	NJ_3579	
45740	NJ_3580	
45747	NJ_3581	58
45752	NJ_3582	58
45793	NJ_3583	22
45803	NJ_3584	
45804	NJ_3585	
45871	NJ_3586	
45882	NJ_3587	
45883	NJ_3588	
45897	NJ_3589	
45898	NJ_3590	
45903	NJ_3591	
45938	NJ_3592	
45944	NJ_3593	8
45960	NJ_3594	
45972	NJ_3595	
46173	NJ_3596	38
46249	NJ_3597	
46298	NJ_3598	
46312	NJ_3599	
46327	NJ_3600	
46334	NJ_3601	
46337	NJ_3602	
46340	NJ_3603	
46346	NJ_3604	
46347	NJ_3605	
46358	NJ_3606	
46360	NJ_3607	
46367	NJ_3608	
46403	NJ_3609	
46404	NJ_3610	
46405	NJ_3611	
46407	NJ_3612	
46414	NJ_3613	
46415	NJ_3614	
46418	NJ_3615	
46423	NJ_3616	
46424	NJ_3617	
46432	NJ_3618	
46445	NJ_3619	
46466	NJ_3620	
46496	NJ_3621	
46502	NJ_3622	
46507	NJ_3623	
46519	NJ_3624	
46532	NJ_3625	
46538	NJ_3626	
46541	NJ_3627	74
46565	NJ_3628	
46566	NJ_3629	
46571	NJ_3630	
46580	NJ_3631	
46587	NJ_3632	
46590	NJ_3633	
46599	NJ_3634	58
46600	NJ_3635	58
46637	NJ_3636	
46650	NJ_3637	
46668	NJ_3638	
46669	NJ_3639	
46670	NJ_3640	
46691	NJ_3641	
46703	NJ_3642	22
46710	NJ_3643	
46736	NJ_3644	
46757	NJ_3645	
46782	NJ_3646	
46798	NJ_3647	
46805	NJ_3648	
46821	NJ_3649	
46826	NJ_3650	
46830	NJ_3651	
46833	NJ_3652	
46835	NJ_3653	
46873	NJ_3654	
46886	NJ_3655	
46890	NJ_3656	
46901	NJ_3657	
46909	NJ_3658	
46925	NJ_3659	
46933	NJ_3660	
46945	NJ_3661	
46949	NJ_3662	
46956	NJ_3663	
46957	NJ_3664	
47012	NJ_3665	
47013	NJ_3666	
47017	NJ_3667	
47032	NJ_3668	
47046	NJ_3669	
47051	NJ_3670	
47056	NJ_3671	
47063	NJ_3672	
47070	NJ_3673	
47091	NJ_3674	
47092	NJ_3675	
47117	NJ_3676	
47135	NJ_3677	
47153	NJ_3678	
47184	NJ_3679	
47240	NJ_3680	
47247	NJ_3681	
47272	NJ_3682	
47287	NJ_3683	
47288	NJ_3684	
47306	NJ_3685	
47344	NJ_3686	
47350	NJ_3687	
47358	NJ_3688	
47393	NJ_3689	
47398	NJ_3690	
47493	NJ_3691	
47509	NJ_3692	
47510	NJ_3693	
47511	NJ_3694	
47513	NJ_3695	
47515	NJ_3696	
47554	NJ_3697	
47555	NJ_3698	
47557	NJ_3699	
47559	NJ_3700	
47561	NJ_3701	
47563	NJ_3702	
47569	NJ_3703	
47583	NJ_3704	
47589	NJ_3705	
47617	NJ_3706	
47618	NJ_3707	
47621	NJ_3708	
47650	NJ_3709	
47656	NJ_3710	
47657	NJ_3711	
47658	NJ_3712	
47665	NJ_3713	
47672	NJ_3714	
47691	NJ_3715	
47727	NJ_3716	
47731	NJ_3717	
47758	NJ_3718	
47773	NJ_3719	
47779	NJ_3720	
47781	NJ_3721	
47786	NJ_3722	
47799	NJ_3723	
47806	NJ_3724	
47810	NJ_3725	
47818	NJ_3726	
47856	NJ_3727	
47857	NJ_3728	
47859	NJ_3729	
47919	NJ_3730	
47920	NJ_3731	
47921	NJ_3732	
47933	NJ_3733	
47958	NJ_3734	
47975	NJ_3735	
47980	NJ_3736	
47983	NJ_3737	
47984	NJ_3738	
47986	NJ_3739	
48021	NJ_3740	
48064	NJ_3741	
48065	NJ_3742	
48067	NJ_3743	
48068	NJ_3744	
48105	NJ_3745	51
48115	NJ_3746	51
48142	NJ_3747	51
48171	NJ_3748	51
48181	NJ_3749	
48336	NJ_3750	
48338	NJ_3751	
48355	NJ_3752	
48396	NJ_3753	
48430	NJ_3754	
48453	NJ_3755	
48487	NJ_3756	
48532	NJ_3757	
48540	NJ_3758	
48543	NJ_3759	
48550	NJ_3760	
48583	NJ_3761	
48602	NJ_3762	
48675	NJ_3763	51
48698	NJ_3764	
48708	NJ_3765	
48722	NJ_3766	
48779	NJ_3767	
48790	NJ_3768	
48796	NJ_3769	
48828	NJ_3770	
48834	NJ_3771	
48851	NJ_3772	
48865	NJ_3773	
48874	NJ_3774	
48905	NJ_3775	
48944	NJ_3776	
48979	NJ_3777	
49087	NJ_3778	
49182	NJ_3779	
49183	NJ_3780	
49414	NJ_3781	
49426	NJ_3782	
49427	NJ_3783	
49595	NJ_3784	
49654	NJ_3785	
49683	NJ_3786	
49761	NJ_3787	
49783	NJ_3788	
49831	NJ_3789	
49839	NJ_3790	
49842	NJ_3791	
49876	NJ_3792	
49879	NJ_3793	
49894	NJ_3794	
50009	NJ_3795	2
50025	NJ_3796	
50112	NJ_3797	
50134	NJ_3798	
50140	NJ_3799	
50193	NJ_3800	
50218	NJ_3801	
50247	NJ_3802	
50296	NJ_3803	
50332	NJ_3804	
50335	NJ_3805	
50425	NJ_3806	
50426	NJ_3807	
50496	NJ_3808	
50497	NJ_3809	
50573	NJ_3810	
50693	NJ_3811	
50948	NJ_3812	
50959	NJ_3813	
51068	NJ_3814	
51089	NJ_3815	
51098	NJ_3816	38
51099	NJ_3817	
51100	NJ_3818	
51107	NJ_3819	
51132	NJ_3820	
51152	NJ_3821	
51176	NJ_3822	
51179	NJ_3823	
51180	NJ_3824	
51192	NJ_3825	
51193	NJ_3826	
51197	NJ_3827	
51201	NJ_3828	
51205	NJ_3829	
51227	NJ_3830	
51234	NJ_3831	
51247	NJ_3832	
51250	NJ_3833	
51278	NJ_3834	
51282	NJ_3835	
51295	NJ_3836	
51296	NJ_3837	
51298	NJ_3838	
51325	NJ_3839	
51332	NJ_3840	
51349	NJ_3841	
51368	NJ_3842	
51418	NJ_3843	
51419	NJ_3844	
51432	NJ_3845	
51433	NJ_3846	
51443	NJ_3847	
51444	NJ_3848	
51467	NJ_3849	
51489	NJ_3850	
51502	NJ_3851	
51513	NJ_3852	
51514	NJ_3853	
51521	NJ_3854	
51530	NJ_3855	
51535	NJ_3856	
51567	NJ_3857	
51572	NJ_3858	
51575	NJ_3859	
51578	NJ_3860	
51579	NJ_3861	
51717	NJ_3862	
51740	NJ_3863	
51747	NJ_3864	
51762	NJ_3865	
51774	NJ_3866	
51782	NJ_3867	
51794	NJ_3868	
51813	NJ_3869	
51828	NJ_3870	
51829	NJ_3871	
51830	NJ_3872	
51877	NJ_3873	
51880	NJ_3874	
51893	NJ_3875	
51942	NJ_3876	
51944	NJ_3877	
51965	NJ_3878	
51966	NJ_3879	
51998	NJ_3880	
52008	NJ_3881	
52016	NJ_3882	
52020	NJ_3883	
52027	NJ_3884	
52050	NJ_3885	
52075	NJ_3886	
52098	NJ_3887	
52102	NJ_3888	
52125	NJ_3889	
52142	NJ_3890	
52153	NJ_3891	
52204	NJ_3892	
52228	NJ_3893	
52256	NJ_3894	
52286	NJ_3895	
52347	NJ_3896	
52352	NJ_3897	
52355	NJ_3898	
52370	NJ_3899	
52385	NJ_3900	
52397	NJ_3901	
52428	NJ_3902	
52457	NJ_3903	
52483	NJ_3904	
52506	NJ_3905	
52511	NJ_3906	
52513	NJ_3907	
52521	NJ_3908	
52533	NJ_3909	
52586	NJ_3910	
52591	NJ_3911	
52648	NJ_3912	
52658	NJ_3913	
52673	NJ_3914	
52714	NJ_3915	
52771	NJ_3916	
52783	NJ_3917	
52787	NJ_3918	
52806	NJ_3919	
52845	NJ_3920	
52903	NJ_3921	
52908	NJ_3922	
52910	NJ_3923	
52913	NJ_3924	
52931	NJ_3925	
52935	NJ_3926	
52939	NJ_3927	
52940	NJ_3928	
52942	NJ_3929	
52943	NJ_3930	
52948	NJ_3931	
52954	NJ_3932	
52963	NJ_3933	
52967	NJ_3934	
53001	NJ_3935	
53019	NJ_3936	52
53023	NJ_3937	
53032	NJ_3938	
53035	NJ_3939	
53036	NJ_3940	
53054	NJ_3941	22
53062	NJ_3942	
53069	NJ_3943	
53107	NJ_3944	
53114	NJ_3945	
53122	NJ_3946	
53126	NJ_3947	
53127	NJ_3948	
53223	NJ_3949	
53241	NJ_3950	13
53282	NJ_3951	
53286	NJ_3952	
53288	NJ_3953	
53297	NJ_3954	
53305	NJ_3955	
53317	NJ_3956	
53328	NJ_3957	
53329	NJ_3958	
53337	NJ_3959	52
53346	NJ_3960	
53351	NJ_3961	
53352	NJ_3962	
53354	NJ_3963	
53371	NJ_3964	
53381	NJ_3965	
53386	NJ_3966	
53387	NJ_3967	
53395	NJ_3968	52
53401	NJ_3969	
53438	NJ_3970	
53440	NJ_3971	
53441	NJ_3972	
53444	NJ_3973	
53452	NJ_3974	
53455	NJ_3975	52
53526	NJ_3976	
53544	NJ_3977	
53552	NJ_3978	
53553	NJ_3979	
53564	NJ_3980	
53571	NJ_3981	
53591	NJ_3982	
53593	NJ_3983	
53599	NJ_3984	
53609	NJ_3985	
53618	NJ_3986	13
53623	NJ_3987	
53624	NJ_3988	
53627	NJ_3989	
53644	NJ_3990	
53650	NJ_3991	
53657	NJ_3992	
53660	NJ_3993	
53661	NJ_3994	
53668	NJ_3995	
53697	NJ_3996	
53699	NJ_3997	
53706	NJ_3998	
53739	NJ_3999	
53740	NJ_4000	
53756	NJ_4001	
53757	NJ_4002	
53765	NJ_4003	
53766	NJ_4004	
53767	NJ_4005	
53777	NJ_4006	
53778	NJ_4007	
53824	NJ_4008	76
53839	NJ_4009	
53859	NJ_4010	
53860	NJ_4011	
53869	NJ_4012	
53874	NJ_4013	
53875	NJ_4014	
53952	NJ_4015	
53964	NJ_4016	
53971	NJ_4017	
53972	NJ_4018	
53988	NJ_4019	
53989	NJ_4020	
53996	NJ_4021	
53997	NJ_4022	
54001	NJ_4023	
54083	NJ_4024	
54110	NJ_4025	
54111	NJ_4026	
54215	NJ_4027	
54228	NJ_4028	
54229	NJ_4029	
54232	NJ_4030	
54296	NJ_4031	
54299	NJ_4032	
54308	NJ_4033	
54318	NJ_4034	
54320	NJ_4035	
54325	NJ_4036	
54337	NJ_4037	
54362	NJ_4038	
54378	NJ_4039	
54401	NJ_4040	
54413	NJ_4041	
54418	NJ_4042	
54490	NJ_4043	
54583	NJ_4044	
54588	NJ_4045	
54610	NJ_4046	
54616	NJ_4047	
54663	NJ_4048	
54702	NJ_4049	
54707	NJ_4050	
54710	NJ_4051	
54712	NJ_4052	
54728	NJ_4053	
54758	NJ_4054	
54762	NJ_4055	
54764	NJ_4056	
54768	NJ_4057	
54772	NJ_4058	
54815	NJ_4059	
54820	NJ_4060	
54846	NJ_4061	
54847	NJ_4062	
54848	NJ_4063	
54850	NJ_4064	
54852	NJ_4065	
54869	NJ_4066	
54873	NJ_4067	
54900	NJ_4068	
54901	NJ_4069	
54906	NJ_4070	
54940	NJ_4071	
54958	NJ_4072	
54974	NJ_4073	
55009	NJ_4074	
55076	NJ_4075	
55085	NJ_4076	
55090	NJ_4077	
55101	NJ_4078	
55135	NJ_4079	63
55142	NJ_4080	
55222	NJ_4081	
55240	NJ_4082	
55254	NJ_4083	
55268	NJ_4084	
55269	NJ_4085	
55308	NJ_4086	
55315	NJ_4087	
55433	NJ_4088	
55471	NJ_4089	
55472	NJ_4090	
55514	NJ_4091	
55515	NJ_4092	
55519	NJ_4093	
55520	NJ_4094	
55534	NJ_4095	
55574	NJ_4096	
55575	NJ_4097	
55576	NJ_4098	
55643	NJ_4099	
55670	NJ_4100	
55687	NJ_4101	
55688	NJ_4102	
55692	NJ_4103	
55695	NJ_4104	
55731	NJ_4105	
55778	NJ_4106	
55856	NJ_4107	
55874	NJ_4108	
55957	NJ_4109	
56026	NJ_4110	
56056	NJ_4111	
56125	NJ_4112	
56134	NJ_4113	
56150	NJ_4114	
56162	NJ_4115	
56210	NJ_4116	
56213	NJ_4117	
56239	NJ_4118	
56319	NJ_4119	
56339	NJ_4120	
56386	NJ_4121	
56390	NJ_4122	
56406	NJ_4123	
56430	NJ_4124	
56497	NJ_4125	
56499	NJ_4126	
56518	NJ_4127	
56521	NJ_4128	
56602	NJ_4129	
56676	NJ_4130	
56702	NJ_4131	
56707	NJ_4132	
56743	NJ_4133	
56755	NJ_4134	
56756	NJ_4135	
56772	NJ_4136	
56781	NJ_4137	
56808	NJ_4138	
56874	NJ_4139	
56904	NJ_4140	
56957	NJ_4141	
56986	NJ_4142	
56989	NJ_4143	
57014	NJ_4144	
57082	NJ_4145	
57115	NJ_4146	
57135	NJ_4147	
57138	NJ_4148	
57141	NJ_4149	
57193	NJ_4150	
57254	NJ_4151	
57256	NJ_4152	
57277	NJ_4153	
57284	NJ_4154	
57291	NJ_4155	
57340	NJ_4156	
57544	NJ_4157	
57545	NJ_4158	
57583	NJ_4159	
57627	NJ_4160	
57665	NJ_4161	76
57682	NJ_4162	
57696	NJ_4163	
57731	NJ_4164	
57739	NJ_4165	
57751	NJ_4166	
57822	NJ_4167	
57909	NJ_4168	
57925	NJ_4169	
57948	NJ_4170	
57961	NJ_4171	
57968	NJ_4172	
58001	NJ_4173	
58093	NJ_4174	
58094	NJ_4175	
58109	NJ_4176	
58114	NJ_4177	
58122	NJ_4178	
58160	NJ_4179	
58168	NJ_4180	
58186	NJ_4181	
58187	NJ_4182	
58188	NJ_4183	
58264	NJ_4184	
58293	NJ_4185	
58412	NJ_4186	
58415	NJ_4187	
58435	NJ_4188	
58470	NJ_4189	
58563	NJ_4190	
58601	NJ_4191	
58602	NJ_4192	
58641	NJ_4193	
58642	NJ_4194	
58654	NJ_4195	
58730	NJ_4196	
58767	NJ_4197	
58768	NJ_4198	
58808	NJ_4199	
58823	NJ_4200	
58852	NJ_4201	
58873	NJ_4202	
58877	NJ_4203	
58895	NJ_4204	
58898	NJ_4205	
58899	NJ_4206	
58995	NJ_4207	
59010	NJ_4208	
59024	NJ_4209	
59051	NJ_4210	
59056	NJ_4211	58
59083	NJ_4212	
59092	NJ_4213	
59100	NJ_4214	
59131	NJ_4215	
59144	NJ_4216	
59176	NJ_4217	
59182	NJ_4218	
59189	NJ_4219	
59209	NJ_4220	
59304	NJ_4221	
59338	NJ_4222	
59366	NJ_4223	
59406	NJ_4224	
59436	NJ_4225	
59509	NJ_4226	
59518	NJ_4227	
59537	NJ_4228	
59557	NJ_4229	
59608	NJ_4230	
59631	NJ_4231	
59633	NJ_4232	
59654	NJ_4233	
59658	NJ_4234	
59659	NJ_4235	
59672	NJ_4236	
59681	NJ_4237	
59692	NJ_4238	
59740	NJ_4239	
59764	NJ_4240	
59780	NJ_4241	
59789	NJ_4242	
59802	NJ_4243	
59911	NJ_4244	
59912	NJ_4245	
59923	NJ_4246	
59927	NJ_4247	
59933	NJ_4248	
59964	NJ_4249	
60018	NJ_4250	
60064	NJ_4251	
60066	NJ_4252	
60101	NJ_4253	
60117	NJ_4254	
60126	NJ_4255	
60182	NJ_4256	
60208	NJ_4257	
60217	NJ_4258	
60248	NJ_4259	
60254	NJ_4260	
60255	NJ_4261	
60258	NJ_4262	
60261	NJ_4263	
60262	NJ_4264	
60263	NJ_4265	
60269	NJ_4266	
60290	NJ_4267	
60316	NJ_4268	
60319	NJ_4269	
60322	NJ_4270	
60332	NJ_4271	
60345	NJ_4272	
60362	NJ_4273	
60378	NJ_4274	
60385	NJ_4275	
60389	NJ_4276	
60391	NJ_4277	
60413	NJ_4278	
60431	NJ_4279	
60488	NJ_4280	
60496	NJ_4281	
60505	NJ_4282	
60564	NJ_4283	
60577	NJ_4284	
60695	NJ_4285	
60711	NJ_4286	
60734	NJ_4287	
60817	NJ_4288	
60830	NJ_4289	
60860	NJ_4290	
60861	NJ_4291	
60889	NJ_4292	
60922	NJ_4293	
61035	NJ_4294	
61147	NJ_4295	
61276	NJ_4296	
61277	NJ_4297	
61278	NJ_4298	
61281	NJ_4299	
61282	NJ_4300	
61302	NJ_4301	
61332	NJ_4302	
61356	NJ_4303	
61357	NJ_4304	
61365	NJ_4305	
61366	NJ_4306	
61400	NJ_4307	
61438	NJ_4308	
61467	NJ_4309	
61490	NJ_4310	
61534	NJ_4311	
61574	NJ_4312	
61575	NJ_4313	
61660	NJ_4314	
61674	NJ_4315	
61680	NJ_4316	
61712	NJ_4317	
61822	NJ_4318	
61881	NJ_4319	
61892	NJ_4320	
61912	NJ_4321	
61913	NJ_4322	
61938	NJ_4323	
61953	NJ_4324	
61968	NJ_4325	
61969	NJ_4326	
61986	NJ_4327	
61998	NJ_4328	
62019	NJ_4329	
62028	NJ_4330	
62046	NJ_4331	
62068	NJ_4332	
62137	NJ_4333	
62172	NJ_4334	
62185	NJ_4335	
62194	NJ_4336	
62195	NJ_4337	
62198	NJ_4338	
62199	NJ_4339	
62200	NJ_4340	
62209	NJ_4341	
62211	NJ_4342	
62212	NJ_4343	
62213	NJ_4344	
62214	NJ_4345	
62215	NJ_4346	
62217	NJ_4347	
62237	NJ_4348	
62238	NJ_4349	
62250	NJ_4350	
62266	NJ_4351	
62272	NJ_4352	
62325	NJ_4353	
62338	NJ_4354	
62427	NJ_4355	
62467	NJ_4356	
62469	NJ_4357	
62580	NJ_4358	
62581	NJ_4359	
62592	NJ_4360	
62607	NJ_4361	
62628	NJ_4362	
62631	NJ_4363	
62632	NJ_4364	
62665	NJ_4365	
62667	NJ_4366	
62681	NJ_4367	
62684	NJ_4368	
62685	NJ_4369	
62766	NJ_4370	
62772	NJ_4371	
62793	NJ_4372	
62795	NJ_4373	
62800	NJ_4374	
62822	NJ_4375	
62828	NJ_4376	
62830	NJ_4377	
62840	NJ_4378	
62878	NJ_4379	
62903	NJ_4380	
62923	NJ_4381	
62927	NJ_4382	
62939	NJ_4383	
62945	NJ_4384	
62953	NJ_4385	
62993	NJ_4386	
63002	NJ_4387	
63003	NJ_4388	
63004	NJ_4389	
63009	NJ_4390	
63019	NJ_4391	
63020	NJ_4392	
63021	NJ_4393	
63058	NJ_4394	58
63066	NJ_4395	
63074	NJ_4396	
63093	NJ_4397	
63109	NJ_4398	22
63112	NJ_4399	45
63117	NJ_4400	
63118	NJ_4401	
63120	NJ_4402	
63141	NJ_4403	
63151	NJ_4404	
63156	NJ_4405	
63157	NJ_4406	
63173	NJ_4407	
63177	NJ_4408	
63178	NJ_4409	
63212	NJ_4410	
63218	NJ_4411	
63236	NJ_4412	
63245	NJ_4413	
63265	NJ_4414	
63268	NJ_4415	
63272	NJ_4416	
63275	NJ_4417	
63276	NJ_4418	
63277	NJ_4419	
63302	NJ_4420	
63304	NJ_4421	
63327	NJ_4422	
63329	NJ_4423	
63330	NJ_4424	
63332	NJ_4425	
63347	NJ_4426	
63349	NJ_4427	
63350	NJ_4428	
63365	NJ_4429	
63366	NJ_4430	
63371	NJ_4431	
63386	NJ_4432	
63390	NJ_4433	
63408	NJ_4434	
63413	NJ_4435	
63421	NJ_4436	
63425	NJ_4437	
63432	NJ_4438	
63456	NJ_4439	
63463	NJ_4440	
63467	NJ_4441	
63482	NJ_4442	58
63534	NJ_4443	
63539	NJ_4444	
63564	NJ_4445	
63600	NJ_4446	
63635	NJ_4447	
63652	NJ_4448	
63661	NJ_4449	
63663	NJ_4450	
63668	NJ_4451	
63684	NJ_4452	
63707	NJ_4453	
63738	NJ_4454	
63781	NJ_4455	
63782	NJ_4456	
63785	NJ_4457	
63792	NJ_4458	
63793	NJ_4459	
63795	NJ_4460	
63806	NJ_4461	
63807	NJ_4462	
63808	NJ_4463	
63812	NJ_4464	
63814	NJ_4465	
63815	NJ_4466	
63817	NJ_4467	
63818	NJ_4468	
63819	NJ_4469	
63820	NJ_4470	
63823	NJ_4471	
63827	NJ_4472	
63829	NJ_4473	
63834	NJ_4474	
63838	NJ_4475	
63839	NJ_4476	
63888	NJ_4477	
63902	NJ_4478	
63904	NJ_4479	
63948	NJ_4480	
63950	NJ_4481	
63956	NJ_4482	
63959	NJ_4483	
63960	NJ_4484	
63986	NJ_4485	
64022	NJ_4486	
64053	NJ_4487	
64056	NJ_4488	
64060	NJ_4489	
64064	NJ_4490	
64070	NJ_4491	
64071	NJ_4492	
64080	NJ_4493	
64086	NJ_4494	
64127	NJ_4495	
64134	NJ_4496	
64141	NJ_4497	51
64154	NJ_4498	
64212	NJ_4499	
64240	NJ_4500	
64262	NJ_4501	
64297	NJ_4502	
64307	NJ_4503	
64360	NJ_4504	
64361	NJ_4505	
64362	NJ_4506	
64368	NJ_4507	
64393	NJ_4508	
64394	NJ_4509	
64416	NJ_4510	
64483	NJ_4511	
64521	NJ_4512	
64523	NJ_4513	
64529	NJ_4514	
64551	NJ_4515	
64552	NJ_4516	
64569	NJ_4517	
64604	NJ_4518	
64620	NJ_4519	
64631	NJ_4520	
64643	NJ_4521	
64676	NJ_4522	
64678	NJ_4523	
64703	NJ_4524	
64704	NJ_4525	
64705	NJ_4526	
64711	NJ_4527	
64721	NJ_4528	
